subject_nr	trial_nb	PW_code	PW	V	C	mode	place	voicing	label_left	label_right	chosen_label	response_time
36	6	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	2341.527565
36	13	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1113.743777
37	11	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	163.2711803
37	14	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	311.7013073
38	6	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	2261.61316
38	8	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	2097.9865
38	11	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	885.2788861
40	4	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	728.2113435
40	9	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	965.3509711
40	12	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	939.3822767
41	13	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	652.8244092
41	15	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	330.9830606
42	13	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1714.471252
42	14	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1152.944069
43	5	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	688.0825487
43	8	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	1677.941119
43	14	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1607.781581
44	5	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	702.8873646
44	7	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1098.655474
44	11	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	1172.427354
44	15	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	481.3804564
45	8	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	1263.130063
45	9	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	553.1211246
45	15	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	2242.096169
46	12	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1890.240425
47	4	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1963.875403
47	10	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1803.812406
47	13	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1273.772253
48	4	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	439.1249969
48	9	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	476.5254963
48	10	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	496.2732922
48	11	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	616.4763543
49	6	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	553.0231888
49	12	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1172.445081
50	12	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	827.6820579
51	4	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	1897.243977
51	14	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	2057.052715
53	4	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1320.35925
53	12	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	796.5847803
53	14	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	1315.076501
53	15	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1380.227759
55	4	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1414.754563
55	6	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1798.055217
55	14	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	2382.93911
57	4	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	800.0206198
57	5	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	844.0385507
57	6	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	1387.912563
57	9	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	1130.319778
59	9	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_harmless_animal	a_dangerous_animal	a_harmless_animal	1442.45074
59	12	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_harmless_animal	a_dangerous_animal	a_harmless_animal	648.2936731
59	13	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	1363.098012
1	4	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	696.3612641
1	9	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	356.2040664
1	12	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1775.429917
8	1	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	None	2500.028637
2	5	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	915.6114148
2	6	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1067.40347
2	7	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	516.2056158
2	14	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	653.7895539
13	1	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	None	2500.031617
4	4	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1379.513244
4	8	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1319.63462
4	9	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1333.356729
16	1	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	None	2500.029962
5	8	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1121.309295
5	12	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2137.354839
5	13	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	None	2500.030293
5	14	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1256.873056
6	12	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2162.855025
8	7	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	192.7100801
8	12	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1186.678351
8	13	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	602.516051
8	15	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	815.0620736
44	3	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	None	2500.081406
9	12	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	633.4573404
9	13	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	420.2905652
10	7	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1347.145713
10	11	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1453.19244
10	12	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1522.013874
11	7	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	959.8553497
11	9	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	580.4314942
11	14	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	570.4120506
11	15	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	413.1673049
12	14	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	499.3284285
13	4	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	None	2500.039563
13	7	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	2133.540935
13	13	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1615.264158
14	9	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1110.829335
14	10	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1448.663429
4	2	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1260.30259
5	3	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1731.838517
11	1	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1432.472545
15	6	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	None	2500.028968
15	7	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1090.095536
17	1	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	2423.432732
20	2	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1356.765558
16	7	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2418.223376
16	9	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	698.739657
16	13	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2499.712798
16	15	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1330.208272
22	3	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1499.411527
27	2	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	2155.301045
17	7	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1909.778327
17	9	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2085.250355
17	13	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1794.260074
43	2	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1338.325062
47	3	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1565.530297
18	4	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	None	2500.025658
18	7	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	509.7719703
18	9	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	662.4112282
18	12	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	638.8120351
18	15	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1272.246532
53	3	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	2245.606301
19	7	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1996.90021
19	9	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	None	2500.024002
19	10	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1357.109206
19	14	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	None	2500.023671
20	8	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1187.051134
20	10	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	None	2500.02334
20	12	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1434.988663
2	1	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	965.7023427
21	4	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	880.7052544
22	6	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1513.235604
22	11	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	None	2500.025658
22	14	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1180.307609
23	4	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	825.5274659
23	7	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1267.73573
23	8	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1557.515626
23	13	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1047.277512
23	14	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1251.084993
24	7	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1742.909433
24	11	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1795.844897
24	13	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1668.279741
24	14	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1594.059249
36	0	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2107.366598
37	3	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	345.4490407
38	3	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2458.28779
26	4	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1060.139505
26	5	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	980.9668975
45	2	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1472.893342
48	1	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	439.7673799
55	2	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1675.186522
27	10	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	None	2500.02632
59	1	u_fric_alv_NV	usus	u	s	fricative	medium	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1208.428793
28	7	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1212.718178
28	8	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	443.5418058
28	12	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	614.7877506
32	6	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1007.477834
32	12	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	541.3469399
32	14	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	903.9684562
33	6	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	756.4659325
33	10	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	694.1697095
33	14	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	729.15929
34	8	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1257.310098
34	14	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1585.961399
35	6	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1250.645998
35	12	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1158.686796
35	14	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1744.864785
35	15	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1354.867859
36	4	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	850.8337217
36	7	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2492.798733
36	12	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1289.786577
37	4	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	274.0904123
37	6	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	270.5244169
37	9	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	444.3079128
37	13	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	765.3846531
38	5	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2161.361759
38	7	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1702.307027
38	14	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	845.4716663
40	7	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1116.200881
40	10	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	793.9116833
40	15	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	699.3712857
41	6	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	586.2479654
41	8	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	550.2894456
41	10	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1142.975703
41	14	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1098.269205
42	5	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1382.275267
42	7	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1381.339917
42	12	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1150.890962
42	15	i_nas_bi	imim	i	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	675.0913541
43	6	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1666.645693
43	9	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1526.830877
43	10	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	677.0557635
44	4	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	629.4910246
44	9	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	484.0857425
45	7	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	792.369786
45	11	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1450.977216
45	13	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1961.895786
46	5	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2441.268647
46	9	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1821.957805
46	11	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	2372.343877
46	14	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	551.7783647
46	15	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1132.657446
47	5	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1959.842432
47	6	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	2313.219328
47	15	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1810.967722
48	8	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	384.6595953
48	15	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	982.4573926
49	4	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	874.0602758
49	8	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1213.293083
49	10	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1649.340053
49	15	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	837.5008922
50	7	u_occ_vel_NV	ukuk	u	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	758.6739315
50	8	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	929.220272
50	9	i_occ_alv_V	idid	i	d	plosive	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	868.6899517
