subject_nr	trial_nb	PW_code	PW	V	C	mode	place	voicing	label_left	label_right	chosen_label	response_time
50	13	i_occ_vel_V	igig	i	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	927.8891163
50	14	u_occ_bi_V	ubub	u	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	808.0320049
51	5	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1478.502483
51	8	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1327.377271
51	12	i_app_alv	ilil	i	l	sonorant	medium	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1187.052135
51	13	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1547.438317
53	11	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	None	2500.047351
53	13	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	728.9610235
55	9	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	876.3825577
55	10	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1568.357342
55	11	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1692.313937
57	12	i_occ_vel_NV	ikik	i	k	plosive	posterior	voiceless	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	708.4887391
57	15	u_occ_bi_NV	upup	u	p	plosive	anterior	voiceless	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1157.194899
59	10	u_occ_vel_V	ugug	u	g	plosive	posterior	voiced	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	1757.760962
59	11	u_nas_bi	umum	u	m	sonorant	anterior	voiced	a_dangerous_animal	a_harmless_animal	a_harmless_animal	1516.73578
59	15	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_dangerous_animal	a_harmless_animal	None	2500.073009
5	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	None	2500.029631
8	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	None	2500.024334
14	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	None	2500.034928
4	13	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_large_animal	881.4355905
5	5	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	565.0259044
5	9	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	715.1354714
6	6	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	758.2580788
44	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	None	2500.060413
9	7	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	769.4008363
10	8	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_large_animal	1379.917809
10	15	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	808.2033367
12	7	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	1167.874017
12	13	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1317.499231
13	14	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1317.022493
14	4	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1031.019421
14	15	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	1330.518151
15	10	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	1035.509697
16	14	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_large_animal	1582.486765
17	8	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	1677.515877
18	5	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	314.1508088
18	14	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_large_animal	685.4323765
19	15	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	1341.821477
4	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_large_animal	1610.536837
22	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_large_animal	1928.850164
28	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_large_animal	855.6460512
32	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_large_animal	1131.839236
20	13	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	1618.769506
20	14	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	970.5365984
41	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_large_animal	939.7172302
21	14	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1641.30895
22	4	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	1112.757476
22	8	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_large_animal	1374.734939
23	5	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_large_animal	1817.265332
24	10	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	2285.103229
24	15	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_large_animal	668.9067835
26	6	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1312.733175
26	14	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	1910.780139
2	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1003.897333
28	13	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	1173.576002
12	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1459.482402
15	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	2189.406352
32	4	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_large_animal	431.9061896
32	13	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	592.1797288
16	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1241.986249
17	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1849.704042
19	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1684.732168
33	8	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	1701.249451
20	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1823.244752
27	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1333.59874
33	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1078.264829
34	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	628.2540953
35	5	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	736.3300011
35	9	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1220.578089
36	10	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1152.188324
36	15	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	1563.098852
45	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	673.7539755
46	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1981.731951
48	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	772.2502672
37	15	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	592.4343423
49	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	573.3023385
51	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1808.79598
53	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1104.163547
38	4	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1185.093076
55	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1988.427776
57	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1394.043892
59	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_small_animal	a_large_animal	a_small_animal	1205.051267
40	13	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	539.8741638
41	4	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	694.6119601
41	9	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	871.6400267
42	10	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	547.9256441
43	4	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	1136.438058
43	15	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1717.270284
45	6	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1732.744375
45	14	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	1522.304139
46	8	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	812.0439625
47	8	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	1649.445484
49	14	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	679.1005332
50	6	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	700.0316835
51	6	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	None	2500.106653
51	10	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_small_animal	1266.586788
53	6	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1207.971614
57	13	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	1327.599937
59	7	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_small_animal	a_large_animal	a_large_animal	946.2642185
59	8	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_small_animal	a_large_animal	a_small_animal	696.7383088
1	7	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	483.6655988
1	14	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	713.0096834
2	8	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_small_animal	1149.996011
2	13	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	871.9965092
13	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	None	2500.039232
4	15	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_small_animal	756.099184
6	11	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	1835.144662
42	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	None	2500.085604
8	5	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_small_animal	765.0261031
8	8	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	466.5232259
9	5	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	343.7790823
11	5	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_large_animal	776.2953286
11	10	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	1180.177499
13	12	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	665.5252544
15	4	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	617.8213272
16	12	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	1508.006384
17	5	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	1319.308187
1	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_large_animal	1185.564969
19	12	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	2106.596961
40	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_large_animal	553.162675
47	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_large_animal	2417.608199
21	12	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	None	2500.026982
23	12	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	905.5403246
27	14	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	1233.321867
27	15	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	1757.078814
6	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	1954.570179
9	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	407.505379
28	15	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_large_animal	771.1965495
10	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	871.9822733
11	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	754.056163
18	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	972.8020971
33	5	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	1001.469504
21	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	978.6507454
23	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	865.1904121
24	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	762.2328819
34	6	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_small_animal	936.6211985
34	10	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_large_animal	1405.849506
26	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	1752.485907
35	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	2161.890313
36	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	2293.991223
37	2	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	483.2637535
38	1	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	2119.587737
43	3	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	2438.99546
37	10	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	269.3996635
50	0	y_fric_alv_V	yzyz	y	z	z	z	z	a_large_animal	a_small_animal	a_small_animal	909.5006045
38	15	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	715.9780759
40	11	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_large_animal	180.1434142
42	8	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	1341.142229
44	6	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	594.5760855
44	13	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_small_animal	54.28952767
46	6	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	602.6350044
47	12	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	1059.254117
48	6	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_large_animal	512.1737877
48	14	i_occ_bi_V	ibib	i	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_small_animal	494.2444442
49	13	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_small_animal	1188.69126
50	11	a_occ_bi_NV	apap	a	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	437.8265971
53	10	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	946.2110363
55	5	i_occ_bi_NV	ipip	i	p	plosive	anterior	voiceless	a_large_animal	a_small_animal	a_small_animal	1331.940804
55	7	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	1618.139459
57	7	a_occ_bi_V	abab	a	b	plosive	anterior	voiced	a_large_animal	a_small_animal	a_large_animal	1745.673711
5	2	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	None	2500.029631
13	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	None	2500.026651
16	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	None	2500.020361
17	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	None	2500.028968
42	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	None	2500.073475
47	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	None	2500.064145
51	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	None	2500.053996
4	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	1239.733331
6	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	1228.121781
14	2	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	1779.19416
22	2	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	1358.623843
26	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	1554.738958
32	2	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	1482.633325
36	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	2264.297454
44	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	1799.814889
53	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	2142.723321
57	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	an_attractive_animal	1753.296936
2	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	1102.230836
8	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	1916.589721
10	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	865.5403511
11	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	1454.743493
19	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	2055.140047
33	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	1415.970752
41	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	1069.43941
43	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	929.2938083
59	2	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	943.6932872
1	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	None	2500.025989
15	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	None	2500.028306
34	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	None	2500.147485
37	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	None	2500.046884
46	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	None	2500.073854
9	2	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	an_attractive_animal	471.6868944
20	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	an_attractive_animal	1404.52378
21	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	an_attractive_animal	1405.068056
24	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	an_attractive_animal	810.6582063
28	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	an_attractive_animal	1221.43222
40	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	an_attractive_animal	1324.868526
48	2	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	an_attractive_animal	933.9898982
50	2	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	an_attractive_animal	1150.205943
55	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	an_attractive_animal	1998.586011
12	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	1399.730577
18	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	1764.017008
23	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	1835.022498
27	3	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	1341.054061
35	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	2235.546033
38	0	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	1714.513704
45	1	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	613.5149741
49	2	y_occ_bi_NV	ypyp	y	p	plosive	anterior	voiceless	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	1010.445138
1	11	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1723.722052
1	13	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1648.219665
13	2	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	None	2500.021023
4	7	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1835.864404
4	14	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	443.2527834
15	1	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	None	2500.024996
5	7	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1498.555385
5	11	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	1156.631939
27	0	a_occ_alv_V	adad	a	d	plosive	medium	voiced	a_fish	a_bird	None	2500.028306
6	14	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1108.388702
8	4	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	a_fish	870.2812456
9	8	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_bird	244.2348637
10	9	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1587.655399
10	13	a_occ_alv_NV	atat	a	t	plosive	medium	voiceless	a_fish	a_bird	None	2500.033272
11	8	i_occ_alv_NV	itit	i	t	plosive	medium	voiceless	a_fish	a_bird	a_fish	1225.604671
12	9	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_fish	1008.433959
14	5	i_fric_alv_NV	isis	i	s	fricative	medium	voiceless	a_fish	a_bird	a_bird	1640.801754
15	8	a_frac_alv_NV	asas	a	s	fricative	medium	voiceless	a_fish	a_bird	a_fish	861.8952918
