subject_nr	trial_nb	label	PW_code_left	PW_code_right	chosen_PW_code	chosen_PW	context	contrast	C	V	mode	place	voicing	response_time
51	7	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	543.2918094
52	9	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	774.4997896
6	4	a_dangerous_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	452.246262
7	9	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	106.3910794
8	4	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	2064.455404
9	4	a_dangerous_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1514.379871
1	12	a_harmless_animal	i_app_alv	i_occ_alv_V	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	905.0831533
10	9	a_harmless_animal	i_app_alv	i_occ_alv_V	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	806.1875043
11	4	a_harmless_animal	i_app_alv	i_occ_alv_V	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	558.5267639
12	5	a_harmless_animal	i_app_alv	i_occ_alv_V	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	609.6887046
14	10	a_harmless_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	1388.624493
15	6	a_harmless_animal	i_app_alv	i_occ_alv_V	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	70.51266559
19	9	a_harmless_animal	i_app_alv	i_occ_alv_V	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	684.0642978
2	8	a_harmless_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1087.340966
29	10	a_harmless_animal	i_app_alv	i_occ_alv_V	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	803.5174227
3	12	a_harmless_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	767.5506132
31	12	a_harmless_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1394.217568
34	13	a_harmless_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	309.6174112
35	4	a_harmless_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	847.9068437
36	8	a_harmless_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	560.3864864
41	13	a_harmless_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1072.292113
42	9	a_harmless_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	478.0603112
43	8	a_harmless_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	326.252192
45	6	a_harmless_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	268.8561804
46	12	a_harmless_animal	i_occ_alv_V	i_app_alv	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	1240.897101
48	4	a_harmless_animal	i_app_alv	i_occ_alv_V	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	644.4386136
49	5	a_harmless_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	148.2136668
53	10	a_harmless_animal	i_occ_alv_V	i_app_alv	i_app_alv	ilil	i_i_	l-d	l	i	sonorant	medium	voiced	653.5502974
73	10	a_harmless_animal	i_app_alv	i_occ_alv_V	i_occ_alv_V	idid	i_i_	l-d	d	i	plosive	medium	voiced	563.2700608
1	6	a_large_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	484.5746095
11	7	a_large_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	312.4492014
15	12	a_large_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	783.5767307
21	9	a_large_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	372.5705651
23	13	a_large_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	965.86434
29	4	a_large_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	950.7129101
3	5	a_large_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	756.5849045
33	12	a_large_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	417.447253
35	11	a_large_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	525.6260435
41	6	a_large_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	317.5993816
43	12	a_large_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	1145.611479
45	11	a_large_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	1346.213183
47	4	a_large_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	332.082156
49	8	a_large_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	112.0386867
73	13	a_large_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	270.6676354
9	10	a_large_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	1422.116883
13	5	a_small_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	513.1830517
19	11	a_small_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	729.5904297
31	11	a_small_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	1149.480911
37	4	a_small_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	1525.624669
39	13	a_small_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	468.1749838
51	12	a_small_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	640.8057358
53	7	a_small_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	401.700239
55	10	a_small_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	374.7923835
57	9	a_small_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	601.9367133
59	7	a_small_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	158.2102806
61	5	a_small_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	722.3159343
63	5	a_small_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	25.73508071
67	7	a_small_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	677.20435
7	4	a_small_animal	i_occ_bi_V	i_occ_bi_NV	i_occ_bi_V	ibib	i_i_	p-b	b	i	plosive	anterior	voiced	218.9857531
75	4	a_small_animal	i_occ_bi_NV	i_occ_bi_V	i_occ_bi_NV	ipip	i_i_	p-b	p	i	plosive	anterior	voiceless	477.5989335
21	11	an_attractive_animal	i_occ_vel_NV	i_nas_alv	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	1026.691877
23	7	an_attractive_animal	i_nas_alv	i_occ_vel_NV	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	568.6631417
3	4	an_attractive_animal	i_nas_alv	i_occ_vel_NV	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	775.5936338
37	5	an_attractive_animal	i_nas_alv	i_occ_vel_NV	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	455.2299582
39	11	an_attractive_animal	i_nas_alv	i_occ_vel_NV	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	96.976508
41	10	an_attractive_animal	i_occ_vel_NV	i_nas_alv	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	1256.110219
45	10	an_attractive_animal	i_occ_vel_NV	i_nas_alv	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	367.6553394
49	7	an_attractive_animal	i_nas_alv	i_occ_vel_NV	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	12.38908164
51	10	an_attractive_animal	i_occ_vel_NV	i_nas_alv	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	885.582117
55	4	an_attractive_animal	i_occ_vel_NV	i_nas_alv	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	511.773342
57	5	an_attractive_animal	i_nas_alv	i_occ_vel_NV	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	407.8111125
59	10	an_attractive_animal	i_nas_alv	i_occ_vel_NV	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	624.4146351
61	10	an_attractive_animal	i_occ_vel_NV	i_nas_alv	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	315.2139087
63	8	an_attractive_animal	i_occ_vel_NV	i_nas_alv	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	274.6928704
75	8	an_attractive_animal	i_occ_vel_NV	i_nas_alv	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	1416.257188
1	7	a_repulsive_animal	i_occ_vel_NV	i_nas_alv	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	613.0550269
11	9	a_repulsive_animal	i_occ_vel_NV	i_nas_alv	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	67.35657292
13	11	a_repulsive_animal	i_occ_vel_NV	i_nas_alv	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	442.3787132
15	4	a_repulsive_animal	i_nas_alv	i_occ_vel_NV	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	335.0331583
19	13	a_repulsive_animal	i_nas_alv	i_occ_vel_NV	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	1108.42683
29	8	a_repulsive_animal	i_nas_alv	i_occ_vel_NV	None	x	i_i_	n-k	x	x	x	x	x	2500.019699
31	4	a_repulsive_animal	i_nas_alv	i_occ_vel_NV	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	762.4625535
33	10	a_repulsive_animal	i_occ_vel_NV	i_nas_alv	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	644.1762639
35	12	a_repulsive_animal	i_occ_vel_NV	i_nas_alv	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	262.1361171
43	6	a_repulsive_animal	i_nas_alv	i_occ_vel_NV	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	636.9994882
47	6	a_repulsive_animal	i_occ_vel_NV	i_nas_alv	None	x	i_i_	n-k	x	x	x	x	x	2500.05015
53	11	a_repulsive_animal	i_nas_alv	i_occ_vel_NV	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	305.0446892
67	6	a_repulsive_animal	i_nas_alv	i_occ_vel_NV	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	827.3272912
69	5	a_repulsive_animal	i_occ_vel_NV	i_nas_alv	i_nas_alv	inin	i_i_	n-k	n	i	sonorant	medium	voiced	467.3940474
7	5	a_repulsive_animal	i_occ_vel_NV	i_nas_alv	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	614.0353259
71	6	a_repulsive_animal	i_nas_alv	i_occ_vel_NV	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	170.907001
73	4	a_repulsive_animal	i_occ_vel_NV	i_nas_alv	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	146.4726548
9	5	a_repulsive_animal	i_nas_alv	i_occ_vel_NV	i_occ_vel_NV	ikik	i_i_	n-k	k	i	plosive	posterior	voiceless	329.4867385
1	13	a_dangerous_animal	u_nas_bi	i_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	816.8194942
11	5	a_dangerous_animal	u_nas_bi	i_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	316.2581646
13	12	a_dangerous_animal	u_nas_bi	i_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	620.7590315
21	12	a_dangerous_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	1693.764656
35	8	a_dangerous_animal	u_nas_bi	i_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	156.5763085
37	6	a_dangerous_animal	u_nas_bi	i_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	391.5044221
43	13	a_dangerous_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	984.3658812
47	10	a_dangerous_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	742.1842235
49	4	a_dangerous_animal	u_nas_bi	i_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	1396.930184
59	9	a_dangerous_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	1278.45652
61	4	a_dangerous_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	324.0205988
63	7	a_dangerous_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	533.8076942
71	10	a_dangerous_animal	i_nas_bi	u_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	464.3356139
73	7	a_dangerous_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	267.9208298
75	5	a_dangerous_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	1821.838316
9	6	a_dangerous_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	520.5828028
15	5	a_harmless_animal	u_nas_bi	i_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	1869.443772
19	10	a_harmless_animal	u_nas_bi	i_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	380.4420913
23	10	a_harmless_animal	i_nas_bi	u_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	650.6516952
29	9	a_harmless_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	1457.692036
3	6	a_harmless_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	418.4184973
31	10	a_harmless_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	1092.141392
33	8	a_harmless_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	316.3304769
39	9	a_harmless_animal	i_nas_bi	u_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	571.1531311
41	12	a_harmless_animal	u_nas_bi	i_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	1045.818656
45	4	a_harmless_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	89.49510189
51	11	a_harmless_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	836.2744398
53	12	a_harmless_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	1594.115641
57	11	a_harmless_animal	u_nas_bi	i_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	1566.527438
67	4	a_harmless_animal	i_nas_bi	u_nas_bi	i_nas_bi	imim	_m_m	i-u	m	i	sonorant	anterior	voiced	730.9628678
7	11	a_harmless_animal	i_nas_bi	u_nas_bi	u_nas_bi	umum	_m_m	i-u	m	u	sonorant	anterior	voiced	791.2453108
1	3	a_bird	u_fric_alv_NV	u_occ_alv_V	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	567.6199393
10	3	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	496.1630614
12	3	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	365.910425
14	3	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	1235.54059
53	0	a_small_animal	a_occ_vel_V	y_fric_alv_V	None	x	x	x	x	x	x	x	x	2500.037087
2	3	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	970.3003502
22	2	a_bird	u_occ_alv_V	u_fric_alv_NV	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	734.7521459
23	1	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	488.6123422
3	3	a_bird	u_occ_alv_V	u_fric_alv_NV	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	1133.584196
54	0	a_large_animal	y_fric_alv_V	a_occ_vel_V	a_occ_vel_V	agag	x	x	g	a	plosive	posterior	voiced	565.2694665
31	3	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	1117.043255
32	1	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	885.0516976
35	3	a_bird	u_fric_alv_NV	u_occ_alv_V	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	634.0791414
55	0	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	1177.330192
42	2	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	245.7299258
43	2	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	791.841316
45	1	a_bird	u_fric_alv_NV	u_occ_alv_V	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	1125.778312
48	1	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	563.6931832
49	1	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	91.55147391
50	3	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	492.4952263
52	2	a_bird	u_fric_alv_NV	u_occ_alv_V	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	674.9436723
53	1	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	426.594563
54	2	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	271.2451639
56	0	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	835.4931702
59	3	a_bird	u_occ_alv_V	u_fric_alv_NV	None	x	x	x	x	x	x	x	x	2500.063814
64	1	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	669.0518586
57	0	a_small_animal	a_occ_vel_V	y_fric_alv_V	None	x	x	x	x	x	x	x	x	2500.161988
59	0	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	None	x	x	x	x	x	x	x	x	2500.040162
73	1	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	529.7275912
74	1	a_bird	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	389.6741015
61	0	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	1181.765444
62	0	a_fish	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	410.2137079
63	0	a_harmless_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	837.2652181
64	0	a_dangerous_animal	i_fric_ld_NV	y_occ_bi_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	425.5954055
66	0	a_fish	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	1079.469947
21	2	a_fish	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	798.7423966
24	3	a_fish	u_fric_alv_NV	u_occ_alv_V	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	2469.38014
29	3	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	972.5456687
67	0	a_small_animal	a_occ_vel_V	y_fric_alv_V	y_fric_alv_V	yzyz	x	x	z	y	z	z	z	1845.797912
34	3	a_fish	u_fric_alv_NV	u_occ_alv_V	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	582.4305216
36	2	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	368.814056
68	0	a_repulsive_animal	a_frac_uvu	a_occ_alv_V	a_occ_alv_V	adad	x	x	d	a	plosive	medium	voiced	641.3996015
39	3	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	309.0347414
40	1	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	359.4643729
69	0	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	332.9764539
70	0	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	y_occ_bi_NV	ypyp	x	x	p	y	plosive	anterior	voiceless	997.3003119
46	2	a_fish	u_occ_alv_V	u_fric_alv_NV	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	1398.530595
47	1	a_fish	u_occ_alv_V	u_fric_alv_NV	None	x	x	x	x	x	x	x	x	2500.038954
51	3	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	172.9489112
56	3	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	567.4078835
57	2	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	1178.618508
71	0	a_bird	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	428.7778251
61	2	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	358.452593
72	0	a_bird	u_occ_alv_V	u_fric_alv_NV	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	1595.336962
63	1	a_fish	u_occ_alv_V	u_fric_alv_NV	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	142.4769403
73	0	a_harmless_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	767.7745791
67	1	a_fish	u_fric_alv_NV	u_occ_alv_V	None	x	x	x	x	x	x	x	x	2500.079432
68	3	a_fish	u_fric_alv_NV	u_occ_alv_V	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	685.4889086
74	0	a_dangerous_animal	y_occ_bi_NV	i_fric_ld_NV	i_fric_ld_NV	ifif	x	x	f	i	f	f	f	847.9884826
7	1	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	1203.344008
70	2	a_fish	u_fric_alv_NV	u_occ_alv_V	u_occ_alv_V	udud	x	x	d	u	plosive	medium	voiced	1124.900809
75	0	a_fish	u_fric_alv_NV	u_occ_alv_V	u_fric_alv_NV	usus	x	x	s	u	fricative	medium	voiceless	1546.60449
8	3	a_fish	u_occ_alv_V	u_fric_alv_NV	None	x	x	x	x	x	x	x	x	2500.018374
10	10	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	817.926262
2	7	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	1487.407247
32	6	a_dangerous_animal	u_nas_bi	u_occ_bi_V	u_nas_bi	umum	u_u_	b-m	m	u	sonorant	anterior	voiced	846.9015227
4	9	a_dangerous_animal	u_occ_bi_V	u_nas_bi	u_occ_bi_V	ubub	u_u_	b-m	b	u	plosive	anterior	voiced	397.0727431
